park_id,region_scope,list_level,level,country,province,city,park_name,latitude,longitude,boundary_type,construction_period,start_year,end_year,industry_group,industry_classification_note,source_title,source_url,source_date,public_data_status,data_note,recommended_focus
NAT-030,国内园区,国家级第一批,国家级,中国,湖北省,荆门市,湖北荆门高新技术产业开发区,31.04,112.2,园中园,2025—2030,2025.0,2030.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-031,国内园区,国家级第一批,国家级,中国,湖南省,湘潭市,湖南湘潭经济技术开发区,27.85,112.92,园中园,2025—2030,2025.0,2030.0,高新/先进制造型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-032,国内园区,国家级第一批,国家级,中国,广东省,汕头市,广东汕头濠江产业园区,23.27,116.73,园中园,2025—2030,2025.0,2030.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-033,国内园区,国家级第一批,国家级,中国,广东省,湛江市,广东湛江临港经济区,21.1,110.4,园中园,2025—2030,2025.0,2030.0,化工/石化型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-034,国内园区,国家级第一批,国家级,中国,广西壮族自治区,玉林市,广西龙港新区玉林龙潭产业园区,21.62,109.73,园中园,2025—2029,2025.0,2029.0,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-035,国内园区,国家级第一批,国家级,中国,广西壮族自治区,北海市,广西北海铁山港（临海）工业区,21.47,109.46,园中园,2025—2030,2025.0,2030.0,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-036,国内园区,国家级第一批,国家级,中国,广西壮族自治区,百色市,广西百色战略性新兴产业园,23.9,106.62,园中园,2025—2030,2025.0,2030.0,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-037,国内园区,国家级第一批,国家级,中国,海南省,海口市,海南海口国家高新技术产业开发区,19.98,110.18,园中园,2025—2030,2025.0,2030.0,生物医药/轻工型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-038,国内园区,国家级第一批,国家级,中国,重庆市,重庆市,重庆两江新区,29.72,106.57,园中园,2025—2030,2025.0,2030.0,高新/先进制造型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-039,国内园区,国家级第一批,国家级,中国,四川省,宜宾市,四川宜宾临港经济技术开发区东部产业园,28.8,104.72,园中园,2025—2030,2025.0,2030.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-040,国内园区,国家级第一批,国家级,中国,贵州省,贵阳市,贵州贵阳大数据科创城,26.42,106.65,园中园,2025—2029,2025.0,2029.0,算力/数据中心型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-041,国内园区,国家级第一批,国家级,中国,云南省,大理州,云南大理祥云经济技术开发区,25.48,100.55,园中园,2025—2030,2025.0,2030.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-042,国内园区,国家级第一批,国家级,中国,云南省,曲靖市,云南曲靖经济技术开发区,25.49,103.8,园中园,2025—2030,2025.0,2030.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-043,国内园区,国家级第一批,国家级,中国,西藏自治区,拉萨市,西藏拉萨经济技术开发区,29.65,91.05,园中园,2025—2030,2025.0,2030.0,生物医药/轻工型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-044,国内园区,国家级第一批,国家级,中国,陕西省,咸阳市,陕西咸阳三原高新技术产业开发区,34.62,108.94,整体,2025—2028,2025.0,2028.0,高新/先进制造型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-045,国内园区,国家级第一批,国家级,中国,甘肃省,金昌市,甘肃金昌经济技术开发区,38.52,102.19,园中园,2025—2030,2025.0,2030.0,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-046,国内园区,国家级第一批,国家级,中国,甘肃省,庆阳市,甘肃庆阳东数西算产业园区,35.73,107.64,整体,2025—2030,2025.0,2030.0,算力/数据中心型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-047,国内园区,国家级第一批,国家级,中国,青海省,西宁市,青海西宁经济技术开发区南川工业园区,36.52,101.7,园中园,2025—2028,2025.0,2028.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-048,国内园区,国家级第一批,国家级,中国,宁夏回族自治区,银川市,宁夏银川苏银产业园,38.48,106.45,整体,2025—2027,2025.0,2027.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-049,国内园区,国家级第一批,国家级,中国,宁夏回族自治区,中卫市,宁夏中卫工业园区,37.5,105.2,园中园,2025—2027,2025.0,2027.0,化工/石化型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
